,fighter,knockdowns,significant_strikes_landed,significant_strikes_attempted,significant_strikes_rate,total_strikes_landed,total_strikes_attempted,takedown_successful,takedown_attempted,takedown_rate,submission_attempt,reversals,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted,round,result,last_round,scheduled_rounds,winner,weight_class,fight_date,id
7685,Jordan Mein,0,13,22,0.59,17,26,0,2,0,0,0,2,10,1,1,10,11,13,22,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2017-07-08,4175
7686,Belal Muhammad,0,18,42,0.42,42,68,2,4,0.5,0,0,12,34,6,7,0,1,12,36,4,4,2,2,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2017-07-08,4175
7687,Jordan Mein,0,1,3,0.33,4,6,1,3,0.33,1,1,0,2,1,1,0,0,0,2,1,1,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2017-07-08,4175
7688,Belal Muhammad,0,10,17,0.58,45,62,2,4,0.5,0,0,7,14,3,3,0,0,1,4,6,8,3,5,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2017-07-08,4175
7689,Cody Stamann,0,23,51,0.45,26,54,2,3,0.66,0,0,18,43,4,7,1,1,14,32,2,5,7,14,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Featherweight Bout,2017-07-08,4176
7690,Terrion Ware,0,19,47,0.4,28,58,0,1,0,0,0,12,38,3,5,4,4,18,42,1,3,0,2,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Featherweight Bout,2017-07-08,4176
7691,Cody Stamann,0,36,52,0.69,51,67,3,5,0.6,0,0,25,40,9,9,2,3,16,27,5,8,15,17,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Featherweight Bout,2017-07-08,4176
7692,Terrion Ware,0,20,56,0.35,25,63,0,0,0,0,0,13,46,6,7,1,3,14,46,4,8,2,2,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Featherweight Bout,2017-07-08,4176
7693,Cody Stamann,0,35,57,0.61,47,73,3,4,0.75,0,0,31,52,1,2,3,3,19,32,2,6,14,19,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Featherweight Bout,2017-07-08,4176
7694,Terrion Ware,0,21,49,0.42,25,56,0,0,0,0,0,16,43,3,4,2,2,21,47,0,2,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Featherweight Bout,2017-07-08,4176
7695,Trevin Giles,0,12,19,0.63,24,31,3,3,1,0,0,9,15,2,3,1,1,1,3,1,1,10,15,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Light Heavyweight Bout,2017-07-08,4177
7696,James Bochnovic,0,5,16,0.31,15,27,0,0,0,0,0,1,11,2,3,2,2,4,15,0,0,1,1,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Light Heavyweight Bout,2017-07-08,4177
7697,Trevin Giles,0,29,34,0.85,30,35,2,2,1,0,0,25,30,4,4,0,0,7,10,2,2,20,22,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Light Heavyweight Bout,2017-07-08,4177
7698,James Bochnovic,0,0,8,0,0,8,0,1,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Light Heavyweight Bout,2017-07-08,4177
7699,Michael Johnson,0,43,117,0.36,43,117,1,1,1,0,0,24,93,16,20,3,4,36,100,6,14,1,3,round 1,KO/TKO,2,5 Rnd (5-5-5-5-5),L,Lightweight Bout,2017-07-07,4156
7700,Justin Gaethje,0,50,87,0.57,50,87,0,0,0,0,0,23,55,3,4,24,28,38,71,12,16,0,0,round 1,KO/TKO,2,5 Rnd (5-5-5-5-5),W,Lightweight Bout,2017-07-07,4156
7701,Michael Johnson,0,48,83,0.57,48,83,0,2,0,0,0,23,53,24,28,1,2,42,76,6,7,0,0,round 2,KO/TKO,2,5 Rnd (5-5-5-5-5),L,Lightweight Bout,2017-07-07,4156
7702,Justin Gaethje,0,54,87,0.62,54,87,0,0,0,0,0,39,69,3,4,12,14,39,67,15,20,0,0,round 2,KO/TKO,2,5 Rnd (5-5-5-5-5),W,Lightweight Bout,2017-07-07,4156
7703,Dhiego Lima,0,2,2,1,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,round 1,Submission,2,3 Rnd + OT (5-5-5-5),L,Ultimate Fighter 25 Welterweight Tournament Title Bout,2017-07-07,4157
7704,Jesse Taylor,0,19,22,0.86,48,57,2,3,0.66,1,0,19,22,0,0,0,0,0,0,0,0,19,22,round 1,Submission,2,3 Rnd + OT (5-5-5-5),W,Ultimate Fighter 25 Welterweight Tournament Title Bout,2017-07-07,4157
7705,Dhiego Lima,1,2,2,1,2,2,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,1,1,round 2,Submission,2,3 Rnd + OT (5-5-5-5),L,Ultimate Fighter 25 Welterweight Tournament Title Bout,2017-07-07,4157
7706,Jesse Taylor,0,2,2,1,2,2,0,0,0,1,1,2,2,0,0,0,0,1,1,0,0,1,1,round 2,Submission,2,3 Rnd + OT (5-5-5-5),W,Ultimate Fighter 25 Welterweight Tournament Title Bout,2017-07-07,4157
7707,Marc Diakiese,0,5,11,0.45,16,22,2,3,0.66,0,1,2,8,2,2,1,1,2,8,1,1,2,2,round 1,Decision - Split,3,3 Rnd (5-5-5),L,Lightweight Bout,2017-07-07,4158
7708,Drakkar Klose,0,12,19,0.63,36,50,1,1,1,0,0,4,9,3,4,5,6,4,6,4,4,4,9,round 1,Decision - Split,3,3 Rnd (5-5-5),W,Lightweight Bout,2017-07-07,4158
7709,Marc Diakiese,0,12,30,0.4,12,30,0,1,0,0,0,2,17,8,10,2,3,7,24,5,6,0,0,round 2,Decision - Split,3,3 Rnd (5-5-5),L,Lightweight Bout,2017-07-07,4158
7710,Drakkar Klose,0,12,29,0.41,29,51,1,2,0.5,0,0,1,13,3,6,8,10,10,22,1,4,1,3,round 2,Decision - Split,3,3 Rnd (5-5-5),W,Lightweight Bout,2017-07-07,4158
7711,Marc Diakiese,0,17,36,0.47,35,55,0,2,0,0,0,8,21,6,11,3,4,15,33,2,3,0,0,round 3,Decision - Split,3,3 Rnd (5-5-5),L,Lightweight Bout,2017-07-07,4158
7712,Drakkar Klose,0,15,31,0.48,19,35,1,4,0.25,0,0,5,21,4,4,6,6,11,25,4,6,0,0,round 3,Decision - Split,3,3 Rnd (5-5-5),W,Lightweight Bout,2017-07-07,4158
7713,Jared Cannonier,0,25,50,0.5,25,50,0,0,0,0,0,25,49,0,1,0,0,21,44,4,6,0,0,round 1,KO/TKO,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2017-07-07,4159
7714,Nick Roehrick,0,10,66,0.15,10,66,0,0,0,0,0,8,61,2,5,0,0,9,62,1,4,0,0,round 1,KO/TKO,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2017-07-07,4159
7715,Jared Cannonier,0,45,75,0.6,47,77,1,1,1,0,0,37,67,5,5,3,3,29,56,11,14,5,5,round 2,KO/TKO,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2017-07-07,4159
7716,Nick Roehrick,0,14,72,0.19,15,73,0,0,0,0,0,11,61,3,11,0,0,12,69,2,3,0,0,round 2,KO/TKO,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2017-07-07,4159
7717,Jared Cannonier,0,14,25,0.56,14,25,0,0,0,0,0,13,24,0,0,1,1,7,18,3,3,4,4,round 3,KO/TKO,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2017-07-07,4159
7718,Nick Roehrick,0,4,22,0.18,4,22,0,0,0,0,0,3,19,1,3,0,0,4,21,0,1,0,0,round 3,KO/TKO,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2017-07-07,4159
7719,Brad Tavares,0,13,30,0.43,13,30,1,1,1,0,0,7,24,4,4,2,2,6,21,7,9,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2017-07-07,4160
7720,Elias Theodorou,0,9,33,0.27,17,41,0,1,0,0,0,1,15,3,12,5,6,8,30,1,3,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2017-07-07,4160
7721,Brad Tavares,0,17,34,0.5,18,35,0,2,0,0,0,10,25,4,5,3,4,10,24,7,10,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2017-07-07,4160
7722,Elias Theodorou,0,20,41,0.48,35,56,1,2,0.5,0,0,12,29,3,7,5,5,9,26,11,15,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2017-07-07,4160
7723,Brad Tavares,0,1,7,0.14,3,9,0,0,0,0,1,1,7,0,0,0,0,1,5,0,2,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2017-07-07,4160
7724,Elias Theodorou,0,5,8,0.62,12,16,2,4,0.5,0,0,5,7,0,1,0,0,3,5,1,2,1,1,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2017-07-07,4160
7725,Jordan Johnson,0,14,42,0.33,16,45,1,2,0.5,0,0,12,37,2,3,0,2,9,34,0,0,5,8,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2017-07-07,4161
7726,Marcel Fortuna,0,12,24,0.5,12,24,0,0,0,0,0,5,14,3,5,4,5,12,24,0,0,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2017-07-07,4161
7727,Jordan Johnson,0,13,44,0.29,15,46,1,3,0.33,0,0,12,43,1,1,0,0,12,40,0,2,1,2,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2017-07-07,4161
7728,Marcel Fortuna,0,24,40,0.6,33,49,0,0,0,0,0,13,29,6,6,5,5,23,38,1,2,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2017-07-07,4161
7729,Jordan Johnson,0,15,53,0.28,16,54,0,1,0,0,0,15,51,0,2,0,0,14,50,1,3,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2017-07-07,4161
7730,Marcel Fortuna,0,17,39,0.43,17,39,0,3,0,0,0,10,31,5,6,2,2,16,38,1,1,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2017-07-07,4161
7731,Angela Hill,0,22,50,0.44,25,53,0,0,0,0,0,8,34,2,3,12,13,21,49,1,1,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Strawweight Bout,2017-07-07,4162
7732,Ashley Yoder,0,12,49,0.24,13,50,1,1,1,0,0,5,35,5,12,2,2,12,48,0,1,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Strawweight Bout,2017-07-07,4162
7733,Angela Hill,0,9,16,0.56,20,27,0,0,0,0,0,5,11,1,2,3,3,8,14,0,0,1,2,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Strawweight Bout,2017-07-07,4162
7734,Ashley Yoder,0,5,21,0.23,27,44,1,1,1,0,0,2,15,1,4,2,2,5,21,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Strawweight Bout,2017-07-07,4162
7735,Angela Hill,0,16,34,0.47,20,38,1,1,1,0,0,7,22,2,4,7,8,12,30,2,2,2,2,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Strawweight Bout,2017-07-07,4162
7736,Ashley Yoder,0,9,38,0.23,14,43,1,4,0.25,0,0,4,31,3,5,2,2,8,36,1,2,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Strawweight Bout,2017-07-07,4162
7737,James Krause,0,33,53,0.62,33,54,0,0,0,0,0,32,52,1,1,0,0,32,52,1,1,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2017-07-07,4163
7738,Tom Gallicchio,0,15,55,0.27,18,58,1,3,0.33,0,0,4,38,6,12,5,5,14,54,1,1,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2017-07-07,4163
7739,James Krause,0,35,62,0.56,35,62,0,0,0,0,0,34,61,1,1,0,0,35,62,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2017-07-07,4163
7740,Tom Gallicchio,0,21,68,0.3,21,68,0,2,0,0,0,7,51,9,12,5,5,20,66,1,2,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2017-07-07,4163
7741,James Krause,0,38,73,0.52,45,85,0,0,0,0,0,36,70,1,2,1,1,38,71,0,2,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2017-07-07,4163
7742,Tom Gallicchio,0,17,77,0.22,18,78,0,4,0,0,0,13,69,2,6,2,2,17,76,0,1,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2017-07-07,4163
7743,Ed Herman,0,5,7,0.71,7,9,0,0,0,2,0,4,6,1,1,0,0,1,2,1,1,3,4,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2017-07-07,4164
7744,CB Dollaway,0,16,22,0.72,33,39,5,5,1,0,0,8,13,3,4,5,5,0,0,7,8,9,14,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2017-07-07,4164
7745,Ed Herman,0,19,33,0.57,38,55,1,1,1,0,0,17,31,2,2,0,0,12,22,0,0,7,11,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2017-07-07,4164
7746,CB Dollaway,0,18,24,0.75,27,36,0,0,0,1,1,12,18,0,0,6,6,14,18,0,0,4,6,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2017-07-07,4164
7747,Ed Herman,0,0,1,0,3,4,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Light Heavyweight Bout,2017-07-07,4164
7748,CB Dollaway,0,20,26,0.76,51,59,1,1,1,0,0,18,24,2,2,0,0,1,1,0,0,19,25,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Light Heavyweight Bout,2017-07-07,4164
7749,Tecia Torres,0,12,17,0.7,23,28,0,7,0,0,0,3,7,3,4,6,6,5,8,6,7,1,2,round 1,Submission,2,3 Rnd (5-5-5),W,Women's Strawweight Bout,2017-07-07,4165
7750,Juliana Lima,0,5,20,0.25,13,28,1,2,0.5,0,0,1,14,2,4,2,2,2,14,3,4,0,2,round 1,Submission,2,3 Rnd (5-5-5),L,Women's Strawweight Bout,2017-07-07,4165
7751,Tecia Torres,0,3,6,0.5,3,6,0,0,0,1,0,2,4,1,1,0,1,3,6,0,0,0,0,round 2,Submission,2,3 Rnd (5-5-5),W,Women's Strawweight Bout,2017-07-07,4165
7752,Juliana Lima,0,1,11,0.09,1,11,0,1,0,0,0,0,9,0,0,1,2,1,11,0,0,0,0,round 2,Submission,2,3 Rnd (5-5-5),L,Women's Strawweight Bout,2017-07-07,4165
7753,Gray Maynard,0,7,12,0.58,16,21,5,5,1,0,0,5,10,2,2,0,0,1,3,2,3,4,6,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Featherweight Bout,2017-07-07,4166
7754,Teruto Ishihara,0,4,6,0.66,9,11,0,0,0,0,0,1,2,3,4,0,0,2,4,2,2,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Featherweight Bout,2017-07-07,4166
7755,Gray Maynard,0,5,6,0.83,11,12,5,5,1,0,0,3,4,2,2,0,0,0,0,1,1,4,5,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Featherweight Bout,2017-07-07,4166
7756,Teruto Ishihara,0,3,5,0.6,4,6,0,0,0,0,0,1,3,2,2,0,0,2,3,1,2,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Featherweight Bout,2017-07-07,4166
7757,Gray Maynard,0,4,6,0.66,10,13,1,1,1,2,0,0,1,4,5,0,0,0,0,0,0,4,6,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Featherweight Bout,2017-07-07,4166
7758,Teruto Ishihara,0,1,2,0.5,1,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Featherweight Bout,2017-07-07,4166
7759,Michael Chiesa,0,4,9,0.44,9,14,0,0,0,0,0,3,8,1,1,0,0,2,7,0,0,2,2,round 1,Submission,1,5 Rnd (5-5-5-5-5),L,Lightweight Bout,2017-06-25,4143
7760,Kevin Lee,0,22,30,0.73,37,45,1,1,1,1,0,19,27,1,1,2,2,3,4,0,0,19,26,round 1,Submission,1,5 Rnd (5-5-5-5-5),W,Lightweight Bout,2017-06-25,4143
7761,Tim Boetsch,0,29,49,0.59,29,49,0,0,0,0,0,9,24,14,18,6,7,24,44,5,5,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Middleweight Bout,2017-06-25,4144
7762,Johny Hendricks,0,9,42,0.21,9,42,0,0,0,0,0,2,34,2,2,5,6,9,42,0,0,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),L,Middleweight Bout,2017-06-25,4144
7763,Tim Boetsch,0,12,19,0.63,13,20,0,0,0,0,0,10,17,2,2,0,0,6,10,5,8,1,1,round 2,KO/TKO,2,3 Rnd (5-5-5),W,Middleweight Bout,2017-06-25,4144
7764,Johny Hendricks,0,1,3,0.33,1,3,0,0,0,0,0,0,2,0,0,1,1,1,2,0,1,0,0,round 2,KO/TKO,2,3 Rnd (5-5-5),L,Middleweight Bout,2017-06-25,4144
7765,Felice Herrig,0,10,17,0.58,32,40,0,3,0,0,0,9,16,1,1,0,0,5,8,1,1,4,8,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Strawweight Bout,2017-06-25,4145
7766,Justine Kish,0,8,13,0.61,8,13,0,2,0,0,0,6,11,2,2,0,0,3,7,2,2,3,4,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Strawweight Bout,2017-06-25,4145
7767,Felice Herrig,0,16,47,0.34,23,55,1,1,1,0,0,11,42,5,5,0,0,16,47,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Strawweight Bout,2017-06-25,4145
7768,Justine Kish,0,26,48,0.54,35,59,0,0,0,0,1,19,39,5,6,2,3,19,41,3,3,4,4,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Strawweight Bout,2017-06-25,4145
7769,Felice Herrig,0,21,29,0.72,76,87,1,1,1,1,0,20,28,1,1,0,0,3,8,0,1,18,20,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Strawweight Bout,2017-06-25,4145
7770,Justine Kish,0,6,11,0.54,7,12,0,0,0,0,0,3,7,1,2,2,2,6,10,0,1,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Strawweight Bout,2017-06-25,4145
7771,Joachim Christensen,0,1,3,0.33,1,3,0,1,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,round 1,KO/TKO,1,3 Rnd (5-5-5),L,Light Heavyweight Bout,2017-06-25,4146
7772,Dominick Reyes,1,13,16,0.81,13,16,0,0,0,0,0,10,13,2,2,1,1,7,10,0,0,6,6,round 1,KO/TKO,1,3 Rnd (5-5-5),W,Light Heavyweight Bout,2017-06-25,4146
7773,Tim Means,0,22,54,0.4,34,66,0,0,0,0,0,5,34,14,17,3,3,21,53,1,1,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2017-06-25,4147
7774,Alex Garcia,0,13,48,0.27,13,48,0,2,0,0,0,10,43,3,5,0,0,13,48,0,0,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2017-06-25,4147
7775,Tim Means,0,19,58,0.32,19,58,0,0,0,0,0,11,47,6,9,2,2,19,58,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2017-06-25,4147
7776,Alex Garcia,0,9,48,0.18,9,48,0,1,0,0,0,9,47,0,1,0,0,8,47,1,1,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2017-06-25,4147
7777,Tim Means,0,23,62,0.37,23,62,0,0,0,0,0,15,48,6,12,2,2,23,62,0,0,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Welterweight Bout,2017-06-25,4147
7778,Alex Garcia,0,10,55,0.18,10,55,0,2,0,0,0,7,49,2,5,1,1,10,53,0,2,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Welterweight Bout,2017-06-25,4147
7779,BJ Penn,0,22,39,0.56,27,44,0,0,0,0,0,19,36,3,3,0,0,18,35,4,4,0,0,round 1,Decision - Majority,3,3 Rnd (5-5-5),L,Featherweight Bout,2017-06-25,4148
7780,Dennis Siver,0,26,98,0.26,29,102,0,1,0,0,0,15,70,4,16,7,12,26,93,0,5,0,0,round 1,Decision - Majority,3,3 Rnd (5-5-5),W,Featherweight Bout,2017-06-25,4148
7781,BJ Penn,1,21,41,0.51,24,45,0,0,0,0,0,15,34,6,7,0,0,17,33,0,0,4,8,round 2,Decision - Majority,3,3 Rnd (5-5-5),L,Featherweight Bout,2017-06-25,4148
7782,Dennis Siver,0,21,65,0.32,35,81,0,0,0,0,0,12,47,2,6,7,12,21,65,0,0,0,0,round 2,Decision - Majority,3,3 Rnd (5-5-5),W,Featherweight Bout,2017-06-25,4148
7783,BJ Penn,0,14,27,0.51,14,27,0,0,0,0,0,13,25,1,2,0,0,14,27,0,0,0,0,round 3,Decision - Majority,3,3 Rnd (5-5-5),L,Featherweight Bout,2017-06-25,4148
7784,Dennis Siver,0,56,117,0.47,56,117,0,0,0,0,0,32,82,3,7,21,28,56,117,0,0,0,0,round 3,Decision - Majority,3,3 Rnd (5-5-5),W,Featherweight Bout,2017-06-25,4148
7785,Clay Guida,0,3,19,0.15,3,19,0,2,0,0,0,2,18,0,0,1,1,2,16,1,3,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2017-06-25,4149
7786,Erik Koch,0,8,24,0.33,10,26,0,0,0,0,0,5,21,2,2,1,1,5,21,3,3,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2017-06-25,4149
7787,Clay Guida,0,22,43,0.51,80,117,1,1,1,0,0,21,41,1,1,0,1,2,10,0,0,20,33,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2017-06-25,4149
7788,Erik Koch,0,3,8,0.37,3,8,0,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2017-06-25,4149
7789,Clay Guida,0,13,25,0.52,50,71,1,5,0.2,0,0,10,20,3,5,0,0,0,4,0,0,13,21,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Lightweight Bout,2017-06-25,4149
7790,Erik Koch,0,2,7,0.28,4,10,0,0,0,0,0,2,7,0,0,0,0,2,7,0,0,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Lightweight Bout,2017-06-25,4149
7791,Vitor Miranda,0,8,46,0.17,9,47,0,0,0,0,0,2,23,2,7,4,16,8,46,0,0,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2017-06-25,4150
7792,Marvin Vettori,0,25,58,0.43,27,63,1,1,1,0,0,17,47,2,4,6,7,24,57,1,1,0,0,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2017-06-25,4150
7793,Vitor Miranda,0,15,52,0.28,24,62,0,0,0,0,0,1,29,3,8,11,15,15,52,0,0,0,0,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2017-06-25,4150
7794,Marvin Vettori,0,17,48,0.35,25,56,1,3,0.33,0,0,10,41,2,2,5,5,16,47,0,0,1,1,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2017-06-25,4150
7795,Vitor Miranda,0,28,63,0.44,41,77,0,1,0,0,0,10,40,8,13,10,10,23,58,5,5,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Middleweight Bout,2017-06-25,4150
7796,Marvin Vettori,0,27,55,0.49,29,57,1,3,0.33,0,0,23,50,2,3,2,2,26,54,1,1,0,0,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Middleweight Bout,2017-06-25,4150
7797,Carla Esparza,0,11,31,0.35,73,93,1,3,0.33,0,0,11,31,0,0,0,0,9,27,0,0,2,4,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Strawweight Bout,2017-06-25,4151
7798,Maryna Moroz,0,13,36,0.36,16,41,0,0,0,1,0,13,35,0,1,0,0,11,34,0,0,2,2,round 1,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Strawweight Bout,2017-06-25,4151
7799,Carla Esparza,0,18,32,0.56,42,63,1,5,0.2,0,0,15,28,3,4,0,0,5,19,6,6,7,7,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Strawweight Bout,2017-06-25,4151
7800,Maryna Moroz,0,15,44,0.34,18,47,0,0,0,0,0,13,42,2,2,0,0,12,38,0,3,3,3,round 2,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Strawweight Bout,2017-06-25,4151
7801,Carla Esparza,0,11,32,0.34,27,48,4,6,0.66,0,0,6,22,1,2,4,8,5,17,2,4,4,11,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),W,Women's Strawweight Bout,2017-06-25,4151
7802,Maryna Moroz,0,10,39,0.25,14,46,0,0,0,0,0,9,37,1,2,0,0,9,38,0,0,1,1,round 3,Decision - Unanimous,3,3 Rnd (5-5-5),L,Women's Strawweight Bout,2017-06-25,4151
7803,Devin Powell,0,12,28,0.42,32,51,0,1,0,0,0,4,18,2,2,6,8,9,25,0,0,3,3,round 1,Decision - Split,3,3 Rnd (5-5-5),L,Lightweight Bout,2017-06-25,4152
7804,Darrell Horcher,0,10,24,0.41,19,36,0,0,0,1,0,9,23,0,0,1,1,4,16,2,3,4,5,round 1,Decision - Split,3,3 Rnd (5-5-5),W,Lightweight Bout,2017-06-25,4152
7805,Devin Powell,0,11,19,0.57,38,47,0,1,0,0,0,6,11,2,2,3,6,4,11,2,2,5,6,round 2,Decision - Split,3,3 Rnd (5-5-5),L,Lightweight Bout,2017-06-25,4152
7806,Darrell Horcher,0,20,35,0.57,27,42,0,0,0,1,1,18,33,1,1,1,1,2,10,6,7,12,18,round 2,Decision - Split,3,3 Rnd (5-5-5),W,Lightweight Bout,2017-06-25,4152
7807,Devin Powell,0,20,32,0.62,27,39,0,1,0,2,1,5,13,4,5,11,14,14,25,2,3,4,4,round 3,Decision - Split,3,3 Rnd (5-5-5),L,Lightweight Bout,2017-06-25,4152
7808,Darrell Horcher,0,7,17,0.41,10,20,0,0,0,0,0,4,14,1,1,2,2,7,17,0,0,0,0,round 3,Decision - Split,3,3 Rnd (5-5-5),W,Lightweight Bout,2017-06-25,4152
7809,Jared Gordon,0,23,49,0.46,35,69,1,1,1,0,0,12,33,3,5,8,11,22,48,1,1,0,0,round 1,KO/TKO,2,3 Rnd (5-5-5),W,Featherweight Bout,2017-06-25,4153
